frame,body_landmark,x,y,z,visibility,hand_label
20,RIGHT_EAR,0.308186,0.668956,-1.102612,0.999132,N/A
20,MOUTH_LEFT,0.427465,0.757296,-1.529249,0.997556,N/A
20,MOUTH_RIGHT,0.355204,0.754488,-1.516531,0.997466,N/A
20,LEFT_SHOULDER,0.656543,0.978255,-0.853991,0.942497,N/A
20,RIGHT_SHOULDER,0.173583,0.983643,-0.698879,0.937886,N/A
20,LEFT_ELBOW,0.801762,1.270132,-1.495376,0.509299,N/A
20,RIGHT_ELBOW,0.085117,1.291203,-1.001509,0.439525,N/A
20,LEFT_WRIST,0.680084,1.192743,-2.258635,0.569081,N/A
20,RIGHT_WRIST,0.178821,1.232683,-1.779318,0.525487,N/A
20,LEFT_PINKY,0.647394,1.165756,-2.409944,0.588507,N/A
20,RIGHT_PINKY,0.213081,1.222639,-1.920205,0.532104,N/A
20,LEFT_INDEX,0.586401,1.059721,-2.347781,0.613,N/A
20,RIGHT_INDEX,0.181893,1.088677,-1.872181,0.546893,N/A
20,LEFT_THUMB,0.575189,1.031335,-2.253905,0.57839,N/A
20,RIGHT_THUMB,0.212829,1.187653,-1.784679,0.534145,N/A
20,LEFT_HIP,0.548071,1.724192,-0.095614,0.005044,N/A
20,RIGHT_HIP,0.273596,1.72638,0.09982,0.006798,N/A
20,LEFT_KNEE,0.553804,1.973455,-0.584671,0.014575,N/A
20,RIGHT_KNEE,0.239168,2.007599,-0.687803,0.011514,N/A
20,LEFT_ANKLE,0.588125,2.510886,0.225509,0.000543,N/A
20,RIGHT_ANKLE,0.372027,2.499759,0.056466,0.000479,N/A
20,LEFT_HEEL,0.59621,2.602097,0.270582,0.000287,N/A
20,RIGHT_HEEL,0.397314,2.570643,0.106332,0.000413,N/A
20,LEFT_FOOT_INDEX,0.56112,2.664702,-0.327933,0.001157,N/A
20,RIGHT_FOOT_INDEX,0.396346,2.649345,-0.505968,0.001806,N/A
